case_id,family,split,group_id,severity,detector,nominal_success,nominal_outcome,nominal_stalled,nominal_safety_time_s,nominal_first_stall_s,first_safe_shadow_trigger_s,shadow_trigger_branch,shadow_triggered,safety_lead_s,stall_lead_s,terminal_opportunity_s,terminal_coverage,terminal_trigger_delay_s,first_actual_intervention_s,actual_trigger_branch,nominal_safety_lead_of_actual_intervention_s,actual_interventions,prefix_matched,prefix_time_s,prefix_position_mm,prefix_orientation_deg,prefix_depth_rmse_mm,endpoint_prefix_matched,prefix_samples,prefix_mismatched_samples
h005_easy_controls_easy_v1,easy_controls,held_out,h005_easy_controls_easy_v1,easy,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.650000000122873,0.0,0.0,0.0,True,1159,0
h005_easy_controls_easy_v1,easy_controls,held_out,h005_easy_controls_easy_v1,easy,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.650000000122873,0.0,0.0,0.0,True,1159,0
h006_easy_controls_easy_v2,easy_controls,held_out,h006_easy_controls_easy_v2,easy,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.69166666679007,0.0,0.0,0.0,True,1164,0
h006_easy_controls_easy_v2,easy_controls,held_out,h006_easy_controls_easy_v2,easy,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.69166666679007,0.0,0.0,0.0,True,1164,0
h007_easy_controls_easy_v3,easy_controls,held_out,h007_easy_controls_easy_v3,easy,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.616666666526726,0.0,0.0,0.0,True,1155,0
h007_easy_controls_easy_v3,easy_controls,held_out,h007_easy_controls_easy_v3,easy,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.616666666526726,0.0,0.0,0.0,True,1155,0
h008_axis_offset_moderate_v0,axis_offset,held_out,h008_axis_offset_moderate_v0,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.749999999991132,0.0,0.0,0.0,True,1171,0
h008_axis_offset_moderate_v0,axis_offset,held_out,h008_axis_offset_moderate_v0,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.749999999991132,0.011926051678375531,0.002985887035829948,0.007092503303388828,False,1171,148
h009_axis_offset_moderate_v1,axis_offset,held_out,h009_axis_offset_moderate_v1,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.758333333191331,0.003161337135132697,0.006185172830087067,0.0016023655547734506,False,1172,97
h009_axis_offset_moderate_v1,axis_offset,held_out,h009_axis_offset_moderate_v1,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.758333333191331,0.003161337135132697,0.006185172830087067,0.0016023655547734506,False,1172,97
h010_axis_offset_moderate_v2,axis_offset,held_out,h010_axis_offset_moderate_v2,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.666666666525998,0.049169393255845746,0.00621751289239383,0.0044219755170550636,False,1161,50
h010_axis_offset_moderate_v2,axis_offset,held_out,h010_axis_offset_moderate_v2,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.666666666525998,0.0,0.0,0.0,True,1161,0
h011_axis_offset_moderate_v3,axis_offset,held_out,h011_axis_offset_moderate_v3,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.766666666791025,0.02313374490223571,0.02678442812124796,0.006619264341494769,False,1173,200
h011_axis_offset_moderate_v3,axis_offset,held_out,h011_axis_offset_moderate_v3,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.766666666791025,0.02313374490223571,0.02678442812124796,0.006619264341494769,False,1173,200
h012_axis_offset_severe_v0,axis_offset,held_out,h012_axis_offset_severe_v0,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.216666666796755,0.0,0.0,0.0,True,1227,0
h012_axis_offset_severe_v0,axis_offset,held_out,h012_axis_offset_severe_v0,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.216666666796755,0.012031469904717965,0.009259990240508125,0.004758726229317601,False,1227,210
h013_axis_offset_severe_v1,axis_offset,held_out,h013_axis_offset_severe_v1,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.13333333346236,0.005272483702535991,0.002922180715272323,0.0018758181237204046,False,1217,131
h013_axis_offset_severe_v1,axis_offset,held_out,h013_axis_offset_severe_v1,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.13333333346236,0.0,0.0,0.0,True,1217,0
h014_axis_offset_severe_v2,axis_offset,held_out,h014_axis_offset_severe_v2,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.075000000128284,0.0,0.0,0.0,True,1210,0
h014_axis_offset_severe_v2,axis_offset,held_out,h014_axis_offset_severe_v2,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.075000000128284,0.01899916807294747,0.000542457433708123,0.005371827979024607,False,1210,311
h015_axis_offset_severe_v3,axis_offset,held_out,h015_axis_offset_severe_v3,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.308333333464589,0.018533752417633127,0.015048130005630368,0.007447025572086801,False,1238,290
h015_axis_offset_severe_v3,axis_offset,held_out,h015_axis_offset_severe_v3,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.308333333464589,0.018533752417633127,0.015048130005630368,0.007447025572086801,False,1238,290
h016_oblique_offset_moderate_v0,oblique_offset,held_out,h016_oblique_offset_moderate_v0,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.716666666790388,0.006198059936615002,0.003354256632274902,0.0029296535980092957,False,1167,108
h016_oblique_offset_moderate_v0,oblique_offset,held_out,h016_oblique_offset_moderate_v0,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.716666666790388,0.0,0.0,0.0,True,1167,0
h017_oblique_offset_moderate_v1,oblique_offset,held_out,h017_oblique_offset_moderate_v1,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.716666666790388,0.01505174702571981,0.0035407523776967136,0.0021226338716050764,False,1167,61
h017_oblique_offset_moderate_v1,oblique_offset,held_out,h017_oblique_offset_moderate_v1,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.733333333457267,0.0,0.0,0.0,True,1169,0
h018_oblique_offset_moderate_v2,oblique_offset,held_out,h018_oblique_offset_moderate_v2,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.733333333457267,0.03954049014494398,0.02190032548715808,0.011686663910274864,False,1169,190
h018_oblique_offset_moderate_v2,oblique_offset,held_out,h018_oblique_offset_moderate_v2,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.733333333457267,0.0,0.0,0.0,True,1169,0
h019_oblique_offset_moderate_v3,oblique_offset,held_out,h019_oblique_offset_moderate_v3,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.791666666791343,0.017886873356932176,0.011683853392923074,0.0043568370618017604,False,1176,215
h019_oblique_offset_moderate_v3,oblique_offset,held_out,h019_oblique_offset_moderate_v3,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.791666666791343,0.0,0.0,0.0,True,1176,0
h020_oblique_offset_severe_v0,oblique_offset,held_out,h020_oblique_offset_severe_v0,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.983333333188057,0.0,0.0,0.0,True,1199,0
h020_oblique_offset_severe_v0,oblique_offset,held_out,h020_oblique_offset_severe_v0,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.974999999854845,0.04302867090343823,0.0044289784194692,0.00446551620670301,False,1198,119
h021_oblique_offset_severe_v1,oblique_offset,held_out,h021_oblique_offset_severe_v1,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.633333333468727,0.04403394025929347,0.009975303050617485,0.007266232716650309,False,1277,366
h021_oblique_offset_severe_v1,oblique_offset,held_out,h021_oblique_offset_severe_v1,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.633333333468727,0.0,0.0,0.0,True,1277,0
h022_oblique_offset_severe_v2,oblique_offset,held_out,h022_oblique_offset_severe_v2,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.183333333185146,0.0,0.0,0.0,True,1223,0
h022_oblique_offset_severe_v2,oblique_offset,held_out,h022_oblique_offset_severe_v2,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.066666666520177,0.05616712721201035,0.0018572291019200305,0.01053789106614809,False,1209,259
h023_oblique_offset_severe_v3,oblique_offset,held_out,h023_oblique_offset_severe_v3,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.458333333466499,0.0,0.0,0.0,True,1256,0
h023_oblique_offset_severe_v3,oblique_offset,held_out,h023_oblique_offset_severe_v3,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.42500000013274,0.0013667296529176354,0.008775883121701064,0.0032462452623134297,False,1252,234
h024_axis_tilt_moderate_v0,axis_tilt,held_out,h024_axis_tilt_moderate_v0,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.000000000007958,0.0,0.0,0.0,True,1201,0
h024_axis_tilt_moderate_v0,axis_tilt,held_out,h024_axis_tilt_moderate_v0,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.958333333341258,0.05739302008738675,0.02547913755336151,0.010064850849587668,False,1196,113
h025_axis_tilt_moderate_v1,axis_tilt,held_out,h025_axis_tilt_moderate_v1,moderate,v1,False,time_budget_exhausted,False,,,9.999999999990905,normal,True,,,13.399999999987813,True,-3.3999999999969077,9.999999999990905,normal,,1,True,9.999999999990905,0.0,0.0,0.0,True,1201,0
h025_axis_tilt_moderate_v1,axis_tilt,held_out,h025_axis_tilt_moderate_v1,moderate,v2,False,time_budget_exhausted,False,,,9.999999999990905,normal,True,,,13.399999999987813,True,-3.3999999999969077,9.999999999990905,normal,,1,False,9.999999999990905,0.020718408240415438,0.017943459783562564,0.016005709216770598,False,1201,270
h026_axis_tilt_moderate_v2,axis_tilt,held_out,h026_axis_tilt_moderate_v2,moderate,v1,False,time_budget_exhausted,False,,,,,False,,,11.099999999989905,False,,,,,0,True,21.99999999997999,0.0,0.0,0.0,True,2641,0
h026_axis_tilt_moderate_v2,axis_tilt,held_out,h026_axis_tilt_moderate_v2,moderate,v2,False,time_budget_exhausted,False,,,11.099999999989905,terminal,True,,,11.099999999989905,True,0.0,10.899999999990087,terminal,,1,False,10.899999999990087,0.008272564379145102,0.004658268507178456,0.004081397962836409,False,1309,335
h027_axis_tilt_moderate_v3,axis_tilt,held_out,h027_axis_tilt_moderate_v3,moderate,v1,False,time_budget_exhausted,False,,,,,False,,,10.79999999984284,False,,,,,0,False,21.999999999679858,0.015332971547317263,0.03915243308469271,0.012277152461532083,False,2641,1625
h027_axis_tilt_moderate_v3,axis_tilt,held_out,h027_axis_tilt_moderate_v3,moderate,v2,False,time_budget_exhausted,False,,,10.79999999984284,terminal,True,,,10.79999999984284,True,0.0,10.999999999839929,terminal,,1,False,10.999999999839929,0.01589352881237978,0.0329391196068951,0.010305688440975399,False,1321,305
h028_axis_tilt_severe_v0,axis_tilt,held_out,h028_axis_tilt_severe_v0,severe,v1,False,time_budget_exhausted,True,,8.8333333333253,8.799999999991996,normal,True,,0.03333333333330302,11.49999999998954,True,-2.6999999999975444,8.799999999991996,normal,,1,True,8.799999999991996,0.0,0.0,0.0,True,1057,0
h028_axis_tilt_severe_v0,axis_tilt,held_out,h028_axis_tilt_severe_v0,severe,v2,False,time_budget_exhausted,True,,8.8333333333253,8.799999999991996,normal,True,,0.03333333333330302,11.49999999998954,True,-2.6999999999975444,8.799999999991996,normal,,1,False,8.799999999991996,0.021286415066199084,0.007193636129069333,0.006994986089055317,False,1057,206
h029_axis_tilt_severe_v1,axis_tilt,held_out,h029_axis_tilt_severe_v1,severe,v1,False,time_budget_exhausted,True,,9.116666666658375,9.099999999991724,normal,True,,0.01666666666665151,10.59999999999036,True,-1.4999999999986358,9.099999999991724,normal,,1,True,9.099999999991724,0.0,0.0,0.0,True,1093,0
h029_axis_tilt_severe_v1,axis_tilt,held_out,h029_axis_tilt_severe_v1,severe,v2,False,time_budget_exhausted,True,,9.116666666658375,9.099999999991724,normal,True,,0.01666666666665151,10.59999999999036,True,-1.4999999999986358,9.099999999991724,normal,,1,False,9.099999999991724,0.017515180431096043,0.020866391011949596,0.0038023574516940902,False,1093,181
h030_axis_tilt_severe_v2,axis_tilt,held_out,h030_axis_tilt_severe_v2,severe,v1,False,grasp_retention_limit,False,9.258333333324913,,,,False,,,,False,,,,,0,False,9.233333333324936,0.011082183258277348,0.004179914640324004,0.0019140471861273532,False,1109,112
h030_axis_tilt_severe_v2,axis_tilt,held_out,h030_axis_tilt_severe_v2,severe,v2,False,grasp_retention_limit,False,9.258333333324913,,,,False,,,,False,,,,,0,True,9.258333333324913,0.0,0.0,0.0,True,1112,0
h031_axis_tilt_severe_v3,axis_tilt,held_out,h031_axis_tilt_severe_v3,severe,v1,False,grasp_retention_limit,False,9.733333333457267,,,,False,,,,False,,,,,0,False,9.68333333345663,0.04975384174340934,0.07363594827613229,0.008192837787202081,False,1163,81
h031_axis_tilt_severe_v3,axis_tilt,held_out,h031_axis_tilt_severe_v3,severe,v2,False,grasp_retention_limit,False,9.733333333457267,,,,False,,,,False,,,,,0,True,9.733333333457267,0.0,0.0,0.0,True,1169,0
h032_oblique_tilt_moderate_v0,oblique_tilt,held_out,h032_oblique_tilt_moderate_v0,moderate,v1,False,time_budget_exhausted,False,,,9.999999999990905,normal,True,,,10.59999999999036,True,-0.5999999999994543,9.999999999990905,normal,,1,True,9.999999999990905,0.0,0.0,0.0,True,1201,0
h032_oblique_tilt_moderate_v0,oblique_tilt,held_out,h032_oblique_tilt_moderate_v0,moderate,v2,False,time_budget_exhausted,False,,,9.999999999990905,normal,True,,,10.59999999999036,True,-0.5999999999994543,9.999999999990905,normal,,1,False,9.999999999990905,0.006441665161126361,0.04174206598504227,0.01123428801062702,False,1201,290
h033_oblique_tilt_moderate_v1,oblique_tilt,held_out,h033_oblique_tilt_moderate_v1,moderate,v1,False,time_budget_exhausted,False,,,,,False,,,11.000000000140062,False,,,,,0,False,22.000000000280124,0.026573108255739594,0.009605133383106429,0.02025801345233762,False,2641,1665
h033_oblique_tilt_moderate_v1,oblique_tilt,held_out,h033_oblique_tilt_moderate_v1,moderate,v2,False,time_budget_exhausted,False,,,11.000000000140062,terminal,True,,,11.000000000140062,True,0.0,10.800000000137516,terminal,,1,False,10.800000000137516,0.025664612358711467,0.008669080718724671,0.011167086411004728,False,1297,321
h034_oblique_tilt_moderate_v2,oblique_tilt,held_out,h034_oblique_tilt_moderate_v2,moderate,v1,False,time_budget_exhausted,False,,,,,False,,,11.100000000141335,False,,,,,0,True,22.000000000280124,0.0,0.0,0.0,True,2641,0
h034_oblique_tilt_moderate_v2,oblique_tilt,held_out,h034_oblique_tilt_moderate_v2,moderate,v2,False,time_budget_exhausted,False,,,11.100000000141335,terminal,True,,,11.100000000141335,True,0.0,11.400000000145155,terminal,,1,False,11.400000000145155,0.005536504058106633,0.003891408495242667,0.0037318613072850324,False,1369,352
h035_oblique_tilt_moderate_v3,oblique_tilt,held_out,h035_oblique_tilt_moderate_v3,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,10.366666666515812,0.0,0.0,0.0,True,1245,0
h035_oblique_tilt_moderate_v3,oblique_tilt,held_out,h035_oblique_tilt_moderate_v3,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,10.366666666515812,0.06048492216290566,0.024787873026059417,0.010704640260888677,False,1245,158
h036_oblique_tilt_severe_v0,oblique_tilt,held_out,h036_oblique_tilt_severe_v0,severe,v1,False,time_budget_exhausted,True,,9.099999999991724,9.099999999991724,normal,True,,0.0,10.899999999990087,True,-1.799999999998363,9.099999999991724,normal,,1,False,9.099999999991724,0.024306737141820817,0.03925441037655928,0.004258025366002234,False,1093,182
h036_oblique_tilt_severe_v0,oblique_tilt,held_out,h036_oblique_tilt_severe_v0,severe,v2,False,time_budget_exhausted,True,,9.099999999991724,9.099999999991724,normal,True,,0.0,10.899999999990087,True,-1.799999999998363,9.099999999991724,normal,,1,False,9.099999999991724,0.024306737141820817,0.03925441037655928,0.004258025366002234,False,1093,182
h037_oblique_tilt_severe_v1,oblique_tilt,held_out,h037_oblique_tilt_severe_v1,severe,v1,False,grasp_retention_limit,True,9.524999999861393,9.366666666530364,9.399999999863212,normal,True,0.12499999999818101,-0.03333333333284827,,False,,,,,0,False,9.399999999863212,0.019456095165459566,0.01730486297149825,0.005190238326569372,False,1129,136
h037_oblique_tilt_severe_v1,oblique_tilt,held_out,h037_oblique_tilt_severe_v1,severe,v2,False,grasp_retention_limit,True,9.524999999861393,9.366666666530364,9.399999999863212,normal,True,0.12499999999818101,-0.03333333333284827,,False,,9.399999999863212,normal,0.12499999999818101,1,True,9.399999999863212,0.0,0.0,0.0,True,1129,0
h038_oblique_tilt_severe_v2,oblique_tilt,held_out,h038_oblique_tilt_severe_v2,severe,v1,False,time_budget_exhausted,True,,9.408333333196424,9.499999999861757,normal,True,,-0.09166666666533274,10.79999999984284,True,-1.2999999999810825,9.499999999861757,normal,,1,False,9.499999999861757,0.003721483697174281,0.004298102426698359,0.0011062932129991853,False,1141,60
h038_oblique_tilt_severe_v2,oblique_tilt,held_out,h038_oblique_tilt_severe_v2,severe,v2,False,time_budget_exhausted,True,,9.408333333196424,9.399999999863212,urgent,True,,0.008333333333212067,10.79999999984284,True,-1.3999999999796273,9.399999999863212,urgent,,1,True,9.399999999863212,0.0,0.0,0.0,True,1129,0
h039_oblique_tilt_severe_v3,oblique_tilt,held_out,h039_oblique_tilt_severe_v3,severe,v1,False,time_budget_exhausted,True,,8.833333333204791,8.799999999871943,normal,True,,0.03333333333284827,10.59999999984575,True,-1.7999999999738066,8.799999999871943,normal,,1,False,8.799999999871943,0.034132044788521665,0.019611965822152355,0.005893804123176261,False,1057,208
h039_oblique_tilt_severe_v3,oblique_tilt,held_out,h039_oblique_tilt_severe_v3,severe,v2,False,time_budget_exhausted,True,,8.833333333204791,8.799999999871943,normal,True,,0.03333333333284827,10.59999999984575,True,-1.7999999999738066,8.799999999871943,normal,,1,False,8.799999999871943,0.034132044788521665,0.019611965822152355,0.005893804123176261,False,1057,208
h040_combined_moderate_v0,combined,held_out,h040_combined_moderate_v0,moderate,v1,False,time_budget_exhausted,True,,9.866666666523088,9.899999999855936,normal,True,,-0.03333333333284827,10.59999999984575,True,-0.6999999999898137,9.899999999855936,normal,,1,True,9.899999999855936,0.0,0.0,0.0,True,1189,0
h040_combined_moderate_v0,combined,held_out,h040_combined_moderate_v0,moderate,v2,False,time_budget_exhausted,True,,9.866666666523088,9.899999999855936,normal,True,,-0.03333333333284827,10.59999999984575,True,-0.6999999999898137,9.899999999855936,normal,,1,False,9.899999999855936,0.002799558481721623,0.009310601531266621,0.0017205729452356312,False,1189,92
h041_combined_moderate_v1,combined,held_out,h041_combined_moderate_v1,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.641666666657898,0.009795884157438445,0.015248167873933698,0.001354259567378456,False,1158,53
h041_combined_moderate_v1,combined,held_out,h041_combined_moderate_v1,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.641666666657898,0.009795884157438445,0.015248167873933698,0.001354259567378456,False,1158,53
h042_combined_moderate_v2,combined,held_out,h042_combined_moderate_v2,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.658333333192786,0.0,0.0,0.0,True,1160,0
h042_combined_moderate_v2,combined,held_out,h042_combined_moderate_v2,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.658333333192786,0.04857272945658161,0.010011556995116227,0.0008676375906458417,False,1160,22
h043_combined_moderate_v3,combined,held_out,h043_combined_moderate_v3,moderate,v1,False,time_budget_exhausted,True,,9.750000000124146,9.800000000124783,normal,True,,-0.050000000000636646,10.600000000134969,True,-0.8000000000101863,9.800000000124783,normal,,1,False,9.800000000124783,0.007121301743202507,0.008996152588614357,0.0019861975703030486,False,1177,99
h043_combined_moderate_v3,combined,held_out,h043_combined_moderate_v3,moderate,v2,False,time_budget_exhausted,True,,9.750000000124146,9.800000000124783,normal,True,,-0.050000000000636646,10.600000000134969,True,-0.8000000000101863,9.800000000124783,normal,,1,False,9.800000000124783,0.007121301743202507,0.008996152588614357,0.0019861975703030486,False,1177,99
h044_combined_severe_v0,combined,held_out,h044_combined_severe_v0,severe,v1,False,grasp_retention_limit,False,9.033333333325118,,,,False,,,,False,,,,,0,False,9.033333333325118,0.034438934959499304,0.024669890002442293,0.0037312881847904517,False,1085,74
h044_combined_severe_v0,combined,held_out,h044_combined_severe_v0,severe,v2,False,grasp_retention_limit,False,9.033333333325118,,,,False,,,,False,,,,,0,False,9.033333333325118,0.034438934959499304,0.024669890002442293,0.0037312881847904517,False,1085,74
h045_combined_severe_v1,combined,held_out,h045_combined_severe_v1,severe,v1,False,grasp_retention_limit,False,9.649999999991223,,,,False,,,,False,,,,,0,True,9.649999999991223,0.0,0.0,0.0,True,1159,0
h045_combined_severe_v1,combined,held_out,h045_combined_severe_v1,severe,v2,False,grasp_retention_limit,False,9.649999999991223,,,,False,,,,False,,,,,0,False,9.641666666657898,0.05675210582241615,0.08242099256681185,0.003375481385163976,False,1158,61
h046_combined_severe_v2,combined,held_out,h046_combined_severe_v2,severe,v1,False,time_budget_exhausted,True,,8.683333333325436,8.699999999992087,normal,True,,-0.01666666666665151,10.899999999990087,True,-2.199999999997999,8.59999999999377,normal,,1,False,8.599999999992178,0.02776941491447007,0.028763139080500124,0.006053646843262747,False,1033,61
h046_combined_severe_v2,combined,held_out,h046_combined_severe_v2,severe,v2,False,time_budget_exhausted,True,,8.683333333325436,8.699999999992087,normal,True,,-0.01666666666665151,10.899999999990087,True,-2.199999999997999,8.599999999992178,normal,,1,False,8.599999999992178,0.02776941491447007,0.028763139080500124,0.006053646843262747,False,1033,61
h047_combined_severe_v3,combined,held_out,h047_combined_severe_v3,severe,v1,False,grasp_retention_limit,False,8.741666666539459,,,,False,,,,False,,,,,0,False,8.716666666539822,0.005437191702930545,0.022338409386102702,0.0033039177038380317,False,1047,96
h047_combined_severe_v3,combined,held_out,h047_combined_severe_v3,severe,v2,False,grasp_retention_limit,False,8.741666666539459,,,,False,,,,False,,,,,0,False,8.716666666539822,0.005437191702930545,0.022338409386102702,0.0033039177038380317,False,1047,96
h048_terminal_band_moderate_v0,terminal_band,held_out,h048_terminal_band_moderate_v0,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.85000000012542,0.03297703501446973,0.011673810262071422,0.0036473993801698222,False,1183,145
h048_terminal_band_moderate_v0,terminal_band,held_out,h048_terminal_band_moderate_v0,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.875000000125738,0.0,0.0,0.0,True,1186,0
h049_terminal_band_moderate_v1,terminal_band,held_out,h049_terminal_band_moderate_v1,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.816666666657738,0.055526078204915855,0.007279136318447556,0.008078909972686168,False,1179,76
h049_terminal_band_moderate_v1,terminal_band,held_out,h049_terminal_band_moderate_v1,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.816666666657738,0.0,0.0,0.0,True,1179,0
h050_terminal_band_moderate_v2,terminal_band,held_out,h050_terminal_band_moderate_v2,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.808333333332776,0.07874137386474125,0.012005797197962081,0.004462593456195366,False,1178,194
h050_terminal_band_moderate_v2,terminal_band,held_out,h050_terminal_band_moderate_v2,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.816666666666109,0.0,0.0,0.0,True,1179,0
h051_terminal_band_moderate_v3,terminal_band,held_out,h051_terminal_band_moderate_v3,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.816666666523815,0.08228657242592263,0.0062384508312036,0.015692296142016778,False,1179,208
h051_terminal_band_moderate_v3,terminal_band,held_out,h051_terminal_band_moderate_v3,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.816666666523815,0.0,0.0,0.0,True,1179,0
h052_terminal_band_severe_v0,terminal_band,held_out,h052_terminal_band_severe_v0,severe,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.783333333190967,0.00843258787050248,0.0045194044869091244,0.0021274953642868217,False,1175,80
h052_terminal_band_severe_v0,terminal_band,held_out,h052_terminal_band_severe_v0,severe,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.783333333190967,0.0,0.0,0.0,True,1175,0
h053_terminal_band_severe_v1,terminal_band,held_out,h053_terminal_band_severe_v1,severe,v1,False,time_budget_exhausted,True,,9.55833333332464,9.599999999991269,normal,True,,-0.04166666666662877,10.59999999999036,True,-0.9999999999990905,9.599999999991269,normal,,1,False,9.599999999991269,0.01070592900211587,0.017847492206890057,0.0029612966927766815,False,1153,167
