case_id,split,policy,detector_id,stage,threshold_n,run_id,log,family,severity,group_id,force_threshold_n,insertion_success,stalled,stall_episodes,stalled_time_s,first_stall_s,max_wrist_force_n,max_wrist_torque_nm,max_normal_load_n,max_contact_force_n,max_penetration_mm,max_grasp_slip_mm,max_grasp_slip_deg,force_budget_exceeded,torque_budget_exceeded,grasp_retained,numerically_valid,intervention_count,insertion_time_s,time_to_success_s,final_depth_mm,max_depth_mm,active_insertion_time_s,intervention_time_s,outcome,rows,safety_stop,grasp_retention_failure,terminal_timeout,terminal_phase,safety_before_any_recovery,safety_during_recovery,verified_unloadings,ready_unloadings,retries,retry_successes,repeated_stalls,first_trigger_time_s,first_trigger_depth_mm
ft047_combined_severe_v3,held_out,force,force,held_out,,held_out/ft047_combined_severe_v3/force,held_out/ft047_combined_severe_v3/force/trajectory.csv,combined,severe,ft047_combined_severe_v3,1.0,False,False,0,0.0,,1.6623120307922363,0.1549168974161148,15.132469177246094,1.8521379232406616,0.07423114584526047,0.10338555148337036,0.18557483902685806,False,False,False,True,0,6.758333333205883,,16.978690028190613,16.978690028190613,6.758333333333333,0.0,grasp_retention_limit,1052,True,True,False,insert,True,False,0,0,0,0,0,,
ft047_combined_severe_v3,held_out,productivity,productivity,held_out,,held_out/ft047_combined_severe_v3/productivity,held_out/ft047_combined_severe_v3/productivity/trajectory.csv,combined,severe,ft047_combined_severe_v3,,False,False,0,0.0,,1.6623120307922363,0.1549168974161148,15.132469177246094,1.8521379232406616,0.07423114584526047,0.10338555148337036,0.18557483902685806,False,False,False,True,0,6.758333333205883,,16.978690028190613,16.978690028190613,6.758333333333333,0.0,grasp_retention_limit,1052,True,True,False,insert,True,False,0,0,0,0,0,,
ft047_combined_severe_v3,held_out,nominal,nominal,held_out,,held_out/ft047_combined_severe_v3/nominal,held_out/ft047_combined_severe_v3/nominal/trajectory.csv,combined,severe,ft047_combined_severe_v3,,False,False,0,0.0,,1.8013962507247925,0.12061584740877151,17.065441131591797,1.978365182876587,0.08557030378142372,0.10803837358253077,0.18974557664965,False,False,False,True,0,6.791666666538731,,16.983629763126373,16.983629763126373,6.791666666666667,0.0,grasp_retention_limit,1056,True,True,False,insert,True,False,0,0,0,0,0,,
ft053_terminal_band_severe_v1,held_out,nominal,nominal,held_out,,held_out/ft053_terminal_band_severe_v1/nominal,held_out/ft053_terminal_band_severe_v1/nominal/trajectory.csv,terminal_band,severe,ft053_terminal_band_severe_v1,,False,True,1,0.375,9.499999999861757,1.9915754795074463,0.11449050903320312,10.170668601989746,2.1846861839294434,0.051684179197764024,0.06339976971503347,0.13705609666978325,False,False,True,True,0,19.999999999679858,,18.3648519217968,18.36729571223259,8.0,0.0,time_budget_exhausted,2641,False,False,True,hold,False,False,0,0,0,0,0,,
ft054_terminal_band_severe_v2,held_out,nominal,nominal,held_out,,held_out/ft054_terminal_band_severe_v2/nominal,held_out/ft054_terminal_band_severe_v2/nominal/trajectory.csv,terminal_band,severe,ft054_terminal_band_severe_v2,,False,True,1,0.19166666666666665,9.683333333192422,1.985277771949768,0.1168585941195488,11.804792404174805,2.280503511428833,0.05941835479461588,0.0557531529921107,0.13705609666978325,False,False,True,True,0,19.999999999679858,,18.781335651874542,18.79536882042885,8.0,0.0,time_budget_exhausted,2641,False,False,True,hold,False,False,0,0,0,0,0,,
ft055_terminal_band_severe_v3,held_out,force,force,held_out,,held_out/ft055_terminal_band_severe_v3/force,held_out/ft055_terminal_band_severe_v3/force/trajectory.csv,terminal_band,severe,ft055_terminal_band_severe_v3,1.0,False,False,0,0.0,,1.8740196228027344,0.14005358517169952,12.078258514404297,2.1287081241607666,0.05941835479461588,0.10492481669643894,0.18130817193078183,False,False,False,True,0,8.174999999851934,,19.31603029370308,19.316983968019485,8.0,0.0,grasp_retention_limit,1222,True,True,False,hold,True,False,0,0,0,0,0,,
ft055_terminal_band_severe_v3,held_out,nominal,nominal,held_out,,held_out/ft055_terminal_band_severe_v3/nominal,held_out/ft055_terminal_band_severe_v3/nominal/trajectory.csv,terminal_band,severe,ft055_terminal_band_severe_v3,,False,False,0,0.0,,1.846901774406433,0.16410768032073975,14.683781623840332,2.1269493103027344,0.07436223677359521,0.10711938375607133,0.19382658799830615,False,False,False,True,0,8.716666666510719,,19.31372433900833,19.331426918506622,8.0,0.0,grasp_retention_limit,1287,True,True,False,hold,True,False,0,0,0,0,0,,
ft056_late_combined_moderate_v0,held_out,productivity,productivity,held_out,,held_out/ft056_late_combined_moderate_v0/productivity,held_out/ft056_late_combined_moderate_v0/productivity/trajectory.csv,late_combined,moderate,ft056_late_combined_moderate_v0,,False,False,0,0.0,,1.4820971488952637,0.19722244143486023,11.71040153503418,2.057403326034546,0.05981161302770488,0.10104470857186243,0.2306997777792299,False,False,False,True,0,7.574999999860665,,19.41022053360939,19.436882436275482,7.575,0.0,grasp_retention_limit,1150,True,True,False,insert,True,False,0,0,0,0,0,,
ft056_late_combined_moderate_v0,held_out,nominal,nominal,held_out,,held_out/ft056_late_combined_moderate_v0/nominal,held_out/ft056_late_combined_moderate_v0/nominal/trajectory.csv,late_combined,moderate,ft056_late_combined_moderate_v0,,False,False,0,0.0,,1.4820971488952637,0.19722244143486023,11.71040153503418,2.057403326034546,0.05981161302770488,0.10104470857186243,0.2306997777792299,False,False,False,True,0,7.574999999860665,,19.41022053360939,19.436882436275482,7.575,0.0,grasp_retention_limit,1150,True,True,False,insert,True,False,0,0,0,0,0,,
ft056_late_combined_moderate_v0,held_out,force,force,held_out,,held_out/ft056_late_combined_moderate_v0/force,held_out/ft056_late_combined_moderate_v0/force/trajectory.csv,late_combined,moderate,ft056_late_combined_moderate_v0,1.0,False,False,0,0.0,,1.4820983409881592,0.19722235202789307,11.879129409790039,2.0574069023132324,0.05686205986421555,0.10468558321008459,0.19382658799830615,False,False,False,True,0,7.574999999860665,,19.422610849142075,19.43860724568367,7.575,0.0,grasp_retention_limit,1150,True,True,False,insert,True,False,0,0,0,0,0,,
ft057_late_combined_moderate_v1,held_out,force,force,held_out,,held_out/ft057_late_combined_moderate_v1/force,held_out/ft057_late_combined_moderate_v1/force/trajectory.csv,late_combined,moderate,ft057_late_combined_moderate_v1,1.0,False,False,0,0.0,,1.1746739149093628,0.0966719314455986,14.124698638916016,1.3562731742858887,0.06721794488839805,0.10337714047636837,0.2017411097196981,False,False,False,True,0,7.858333333189876,,19.481604546308517,19.481604546308517,7.858333333333333,0.0,grasp_retention_limit,1184,True,True,False,insert,True,False,0,0,0,0,0,,
ft057_late_combined_moderate_v1,held_out,productivity,productivity,held_out,,held_out/ft057_late_combined_moderate_v1/productivity,held_out/ft057_late_combined_moderate_v1/productivity/trajectory.csv,late_combined,moderate,ft057_late_combined_moderate_v1,,False,False,0,0.0,,1.1746739149093628,0.0966719314455986,14.124698638916016,1.3562731742858887,0.06721794488839805,0.10337714047636837,0.2017411097196981,False,False,False,True,0,7.858333333189876,,19.481604546308517,19.481604546308517,7.858333333333333,0.0,grasp_retention_limit,1184,True,True,False,insert,True,False,0,0,0,0,0,,
ft057_late_combined_moderate_v1,held_out,nominal,nominal,held_out,,held_out/ft057_late_combined_moderate_v1/nominal,held_out/ft057_late_combined_moderate_v1/nominal/trajectory.csv,late_combined,moderate,ft057_late_combined_moderate_v1,,False,False,0,0.0,,1.053033709526062,0.11272929608821869,15.67327880859375,1.1923073530197144,0.0777705863583833,0.10249823390040547,0.18974557664965,False,False,False,True,0,7.899999999855936,,19.458962231874466,19.46116015315056,7.8999999999999995,0.0,grasp_retention_limit,1189,True,True,False,insert,True,False,0,0,0,0,0,,
ft060_late_combined_severe_v0,held_out,nominal,nominal,held_out,,held_out/ft060_late_combined_severe_v0/nominal,held_out/ft060_late_combined_severe_v0/nominal/trajectory.csv,late_combined,severe,ft060_late_combined_severe_v0,,False,False,0,0.0,,2.111902952194214,0.2530687749385834,13.873098373413086,2.3140785694122314,0.06748011946910992,0.10384822962805629,0.2017411097196981,False,False,False,True,0,7.283333333198243,,18.49610134959221,18.49610134959221,7.283333333333333,0.0,grasp_retention_limit,1115,True,True,False,insert,True,False,0,0,0,0,0,,
ft060_late_combined_severe_v0,held_out,force,force,held_out,,held_out/ft060_late_combined_severe_v0/force,held_out/ft060_late_combined_severe_v0/force/trajectory.csv,late_combined,severe,ft060_late_combined_severe_v0,1.0,False,False,0,0.0,,2.111902952194214,0.2530687749385834,13.873098373413086,2.3140785694122314,0.06748011946910992,0.10384822962805629,0.2017411097196981,False,False,False,True,0,7.283333333198243,,18.49610134959221,18.49610134959221,7.283333333333333,0.0,grasp_retention_limit,1115,True,True,False,insert,True,False,0,0,0,0,0,,
