dimension,value,policy,conditions,successes,success_rate,success_wilson_low,success_wilson_high,stalled_runs,safety_stops,productivity_triggered_runs,intervened_runs,recoveries,verified_unloadings,ready_unloadings,retries,retry_successes,evaluable_retries,repeated_stalls,mean_final_depth_mm,mean_insertion_time_s,mean_success_time_s,max_wrist_force_n,max_wrist_torque_nm,max_normal_load_n
severity,severe,dewedge,24,20,0.8333333333333334,0.6414692935030095,0.9332132367136705,4,4,12,12,12,12,12,12,12,11,0,19.349507770190638,9.231249999994809,9.624583333335128,4.24462890625,0.2455717921257019,18.330110549926758
ramp_onset_mm,7.0,nominal,16,6,0.375,0.18481232558863633,0.6135895945449727,6,0,8,0,0,0,0,0,0,0,0,18.106034817174077,15.494791666632835,7.986111111104265,5.443921089172363,0.3026426136493683,18.393108367919922
ramp_onset_mm,7.0,force,16,7,0.4375,0.23098652405492354,0.6682144360118811,6,1,8,6,12,0,0,11,0,11,10,18.052564561367035,14.180208333302346,8.336904761921557,5.443921089172363,0.3026426136493683,17.728458404541016
ramp_onset_mm,7.0,axial,16,6,0.375,0.18481232558863633,0.6135895945449727,5,0,7,7,9,4,4,4,0,4,2,18.042636895552278,13.028645833288117,7.984722222215415,5.443921089172363,0.3026426136493683,14.219121932983398
ramp_onset_mm,7.0,dewedge,16,14,0.875,0.639771727342413,0.9650225122567595,2,0,8,8,8,8,8,8,8,6,0,19.72246807999909,10.982812499979367,9.694642857122135,6.3212785720825195,0.31573328375816345,14.219121932983398
ramp_onset_mm,12.0,nominal,16,8,0.5,0.27999563610326017,0.7200043638967398,2,3,2,0,0,0,0,0,0,0,0,18.83015208877623,11.56874999999291,7.948958333425594,3.913257598876953,0.18635113537311554,20.850513458251953
ramp_onset_mm,12.0,force,16,8,0.5,0.27999563610326017,0.7200043638967398,2,3,2,4,6,0,0,6,0,5,4,18.824777426198125,11.636979166658435,7.9364583334254775,3.454155683517456,0.20852668583393097,21.3026123046875
ramp_onset_mm,12.0,axial,16,9,0.5625,0.331785563988119,0.7690134759450765,1,3,2,2,3,2,2,2,0,2,1,18.790767854079604,10.413541666670419,8.053703703768734,4.0535664558410645,0.18635113537311554,18.330121994018555
ramp_onset_mm,12.0,dewedge,16,10,0.625,0.38641040545502714,0.8151876744113636,0,3,2,2,2,2,2,2,2,2,0,19.17917151004076,10.400000000001974,8.484166666721023,2.98532772064209,0.20088540017604828,18.330110549926758
ramp_onset_mm,15.0,nominal,16,11,0.6875,0.44404355834740666,0.8583535614521796,2,4,4,0,0,0,0,0,0,0,0,19.13320329040289,8.993749999962539,8.337121212083177,3.54571533203125,0.2146516591310501,21.4919376373291
ramp_onset_mm,15.0,force,16,10,0.625,0.38641040545502714,0.8151876744113636,3,2,4,3,5,0,0,5,0,5,4,19.10806968808174,11.123437499966712,8.29416666664054,4.24462890625,0.26183053851127625,19.988136291503906
ramp_onset_mm,15.0,axial,16,11,0.6875,0.44404355834740666,0.8583535614521796,1,1,4,4,5,2,2,2,0,2,1,18.97968966513872,9.868749999952172,8.340909090871952,3.563495397567749,0.2146516591310501,17.283370971679688
ramp_onset_mm,15.0,dewedge,16,14,0.875,0.639771727342413,0.9650225122567595,2,1,4,4,4,4,4,4,4,3,0,19.562035193666816,9.56718749995894,8.969642857119416,4.24462890625,0.23755638301372528,17.65261459350586
