trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sampling_slot,sample_role,split_group_id,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
slot090_try00,90,0,diagonal_offset,0.6891023357536068,0.6891023357536068,0.0,0.0,8.0,slot090_try00,complete,99,characterization,slot090,True,6.24135684967041,0.02517334185540676,4.993266582489014,0.007048784482321935,19.835715740919113,False,False,False,True,True,True,0.022017502487869933,0.07912936237050427,5.547019958496094,0.15201103687286377
slot091_try00,91,0,tilt_only,0.0,0.0,3.1924040876624575,0.0,8.0,slot091_try00,complete,100,characterization,slot091,True,3.186877965927124,0.05409281328320503,2.54950213432312,0.03305396603536792,19.65901032090187,False,False,False,True,True,True,0.02276924169564154,0.07912936237050427,2.644263744354248,0.1861562281847
slot092_try00,92,0,offset_tilt,0.28438135538502607,0.28438135538502607,2.606014676289489,0.0,8.0,slot092_try00,complete,101,characterization,slot092,True,1.5672603845596313,0.026971591636538506,1.253751277923584,0.01667973083385732,20.06155773997307,False,False,False,True,True,True,0.020981904526706785,0.06852804166478502,1.307463526725769,0.08060235530138016
slot093_try00,93,0,x_offset,-0.6051016208648774,0.0,0.0,0.0,8.0,slot093_try00,complete,103,characterization,slot093,True,2.4037296772003174,0.0150991752743721,1.9229838848114014,0.0024607913928775815,19.9919655919075,False,False,False,True,True,True,0.022379490474122576,0.07912936237050427,2.039231538772583,0.08641459792852402
slot094_try00,94,0,y_offset,0.0,-0.5608778983040522,0.0,0.0,8.0,slot094_try00,complete,104,characterization,slot094,True,1.1966551542282104,0.004391864873468876,0.9573241472244263,0.006524442596855806,20.076920837163925,False,False,False,True,True,True,0.022853748305351473,0.08846931922527276,1.017682433128357,0.06051401421427727
slot095_try00,95,0,diagonal_offset,-0.5299711797840101,0.5299711797840101,0.0,0.0,8.0,slot095_try00,complete,105,characterization,slot095,True,3.0553507804870605,0.012358508072793484,2.4442827701568604,0.005344673354557017,19.908150285482407,False,False,False,True,True,True,0.024515713448636234,0.07912936237050427,2.617347478866577,0.0938858762383461
slot096_try00,96,0,tilt_only,0.0,0.0,0.0,3.402399336088454,8.0,slot096_try00,complete,106,characterization,slot096,False,1.1839799880981445,0.022174427285790443,1.8035773038864136,0.007245413144119084,18.71417984366417,True,False,False,True,True,True,0.021213474610703997,0.07912936237050427,1.139009714126587,0.08632076531648636
slot097_try00,97,0,offset_tilt,-0.28822682889638496,0.28822682889638496,3.9141060878160507,0.0,8.0,slot097_try00,complete,107,characterization,slot097,False,2.6071391105651855,0.02982388064265251,3.3945670127868652,0.01668370168772526,16.586174815893173,True,False,False,True,True,True,0.021960839148960076,0.07912936237050427,2.50102162361145,0.06669416278600693
slot098_try00,98,0,tilt_only,0.0,0.0,-1.2673857561087387,0.0,8.0,slot098_try00,complete,112,characterization,slot098,True,0.0,0.0,0.0,0.0,20.112132281064987,False,False,False,True,True,True,0.023400760255753994,0.08846931922527276,0.013394619338214397,0.007971647195518017
slot099_try00,99,0,offset_tilt,-0.13668124019861957,-0.13668124019861957,2.5058012691349103,0.0,8.0,slot099_try00,complete,113,characterization,slot099,True,1.7491708993911743,0.03333630785346031,1.6782307624816895,0.021821058908244595,20.001349598169327,False,False,False,True,True,True,0.023519654860137962,0.07912936237050427,1.317397117614746,0.1101214587688446
